Time,Cond.corr.mS.cm,Ct.mS.cm,Temp.deg.C
2024-08-18 10:13:10,0.06544629,0.04690375,10.83377
2024-08-18 10:13:12,0.06549736,0.0470193,10.89404
2024-08-18 10:13:14,0.06550855,0.04696152,10.84381
2024-08-18 10:13:16,0.06544005,0.04695188,10.87396
2024-08-18 10:13:18,0.06547181,0.04696152,10.86392
2024-08-18 10:13:20,0.06559769,0.0470386,10.85385
2024-08-18 10:13:22,0.06574041,0.04715418,10.86392
2024-08-18 10:13:24,0.0654965,0.04691339,10.81366
2024-08-18 10:13:26,0.06551568,0.0470193,10.884
2024-08-18 10:13:28,0.06543653,0.04692303,10.85385
2024-08-18 10:13:30,0.06533277,0.0468749,10.87396
2024-08-18 10:13:32,0.06559769,0.0470386,10.85385
2024-08-18 10:13:34,0.06567483,0.04706753,10.83377
2024-08-18 10:13:36,0.06533392,0.04683633,10.84381
2024-08-18 10:13:38,0.06548893,0.0470001,10.884
2024-08-18 10:13:40,0.06540964,0.04690375,10.85385
2024-08-18 10:13:42,0.06535105,0.0468749,10.86392
2024-08-18 10:13:44,0.06539619,0.04689411,10.85385
2024-08-18 10:13:46,0.06530588,0.04685562,10.87396
2024-08-18 10:13:48,0.06533761,0.04686526,10.86392
2024-08-18 10:13:50,0.06534982,0.04691339,10.89404
2024-08-18 10:13:52,0.06544629,0.04690375,10.83377
2024-08-18 10:13:54,0.065384,0.04684598,10.82373
2024-08-18 10:13:56,0.06535835,0.04693267,10.90411
2024-08-18 10:13:58,0.06529245,0.04684598,10.87396
2024-08-18 10:14:00,0.06538274,0.04688446,10.85385
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
